Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
55,No,Travel_Frequently,1740,Research & Development,31,5,Medical,1,1193,4,Female,98,3,4,Research Director,4,Single,29000,39500,6,Y,Yes,29,4,3,80,1,33,6,4,30,17,24,27
39,Yes,Travel_Rarely,1060,Sales,15,3,Marketing,1,1194,2,Male,82,3,2,Sales Executive,3,Married,9800,22000,4,Y,No,20,3,2,80,2,16,3,2,13,8,6,12
46,No,Non-Travel,1420,Research & Development,22,4,Life Sciences,1,1195,3,Female,92,4,3,Manufacturing Director,3,Divorced,19800,31000,5,Y,No,24,3,4,80,0,24,4,3,21,13,14,19
33,No,Travel_Rarely,860,Human Resources,10,2,Human Resources,1,1196,4,Male,65,2,2,Human Resources,2,Single,7400,18000,0,Y,Yes,16,3,3,80,1,10,3,2,8,5,3,7
52,No,Travel_Frequently,1680,Sales,28,4,Technical Degree,1,1197,3,Female,95,4,4,Manager,4,Married,24500,36000,8,Y,No,26,4,4,80,1,30,5,4,27,18,20,25
40,Yes,Travel_Rarely,1100,Research & Development,16,3,Medical,1,1198,2,Male,85,3,2,Research Scientist,2,Single,10200,23000,3,Y,Yes,21,3,2,80,2,17,3,3,14,9,7,13
47,No,Non-Travel,1440,Human Resources,23,4,Human Resources,1,1199,4,Female,92,3,3,Manager,4,Divorced,20800,32500,4,Y,No,25,3,4,80,0,25,4,3,22,14,15,21
34,No,Travel_Rarely,880,Sales,10,2,Marketing,1,1200,3,Male,68,2,2,Sales Executive,2,Married,7800,18500,1,Y,No,17,3,2,80,1,11,3,2,9,6,4,8
28,No,Travel_Rarely,1125,Sales,12,3,Business,1,1001,4,Female,45,4,3,Sales Executive,4,Single,8500,18500,2,Y,No,15,4,3,80,1,8,3,3,7,5,2,4
31,Yes,Travel_Frequently,890,Research & Development,5,4,Engineering,1,1002,2,Male,67,3,2,Research Scientist,3,Married,5200,22100,1,Y,Yes,18,3,4,80,2,9,2,2,8,6,1,5
26,No,Non-Travel,1350,Human Resources,3,2,Psychology,1,1003,3,Female,52,2,1,HR Specialist,2,Divorced,4800,15600,0,Y,No,12,3,2,80,0,4,4,4,3,2,0,2
45,No,Travel_Rarely,750,Sales,18,5,Marketing,1,1004,4,Male,78,4,4,Sales Manager,4,Married,12500,28000,3,Y,No,20,4,4,80,2,22,1,3,15,12,8,10
29,Yes,Travel_Frequently,620,Research & Development,8,3,Life Sciences,1,1005,1,Female,41,2,1,Laboratory Technician,1,Single,3200,12400,4,Y,Yes,14,3,1,80,1,6,5,2,4,3,1,3
37,No,Travel_Rarely,980,Sales,15,4,Business,1,1006,3,Male,89,3,3,Sales Executive,3,Divorced,7800,19200,2,Y,No,16,3,3,80,1,14,2,4,12,9,3,7
24,No,Travel_Frequently,1420,Research & Development,2,1,Technical Degree,1,1007,4,Female,33,4,1,Research Scientist,4,Married,2900,8700,0,Y,No,22,4,4,80,0,2,3,3,2,1,0,1
52,No,Travel_Rarely,670,Human Resources,22,3,Human Resources,1,1008,2,Male,95,2,5,HR Manager,2,Married,15200,25800,5,Y,Yes,13,3,2,80,3,28,2,2,20,15,6,12
33,No,Non-Travel,1200,Sales,7,4,Marketing,1,1009,4,Female,58,3,2,Sales Representative,4,Single,4600,16800,1,Y,No,19,3,4,80,1,10,3,3,8,6,2,5
41,Yes,Travel_Rarely,850,Research & Development,11,2,Medical,1,1010,1,Male,72,1,2,Healthcare Representative,1,Married,6500,21300,6,Y,Yes,11,3,1,80,2,17,4,1,14,8,5,9
30,No,Travel_Frequently,1100,Sales,4,3,Life Sciences,1,1011,3,Female,64,4,2,Sales Executive,3,Divorced,5800,17400,3,Y,No,17,4,3,80,1,7,2,3,6,4,1,3
46,No,Travel_Rarely,720,Research & Development,20,4,Engineering,1,1012,4,Male,87,3,4,Research Director,4,Married,13800,32500,4,Y,No,21,4,4,80,2,24,1,4,18,14,10,15
27,Yes,Travel_Frequently,950,Human Resources,6,2,Psychology,1,1013,2,Female,46,2,1,HR Specialist,2,Single,3800,11900,2,Y,Yes,13,3,2,80,1,5,6,2,4,2,0,2
35,No,Travel_Rarely,1380,Sales,13,5,Business,1,1014,3,Male,91,4,3,Sales Manager,3,Married,9200,24600,1,Y,No,18,4,3,80,2,12,3,3,10,7,4,8
22,No,Non-Travel,580,Research & Development,1,1,Life Sciences,1,1015,4,Female,29,3,1,Laboratory Technician,4,Single,2400,6800,0,Y,No,20,3,4,80,0,1,4,3,1,0,0,0
38,No,Travel_Rarely,1250,Sales,16,3,Marketing,1,1016,2,Male,76,2,2,Sales Executive,2,Divorced,6900,20500,5,Y,Yes,15,3,2,80,1,15,2,2,13,10,5,8
25,Yes,Travel_Frequently,690,Research & Development,9,2,Technical Degree,1,1017,1,Female,38,1,1,Research Scientist,1,Married,3100,9600,1,Y,Yes,16,3,1,80,1,3,5,1,3,2,1,2
49,No,Travel_Rarely,1450,Human Resources,25,4,Human Resources,1,1018,4,Male,98,4,5,HR Director,4,Married,18500,38200,6,Y,No,14,4,4,80,3,26,1,4,22,18,12,16
32,No,Travel_Frequently,830,Sales,10,3,Life Sciences,1,1019,3,Female,62,3,2,Sales Representative,3,Single,4900,14700,2,Y,No,19,3,3,80,1,9,3,3,7,5,2,4
43,Yes,Travel_Rarely,1150,Research & Development,14,4,Medical,1,1020,2,Male,84,2,3,Healthcare Representative,2,Divorced,7200,23100,4,Y,Yes,12,3,2,80,2,19,3,2,16,11,7,10
26,No,Non-Travel,770,Sales,3,2,Business,1,1021,4,Female,42,4,1,Sales Executive,4,Married,3600,10200,0,Y,No,23,4,4,80,0,4,4,4,3,2,0,2
54,No,Travel_Rarely,1320,Research & Development,21,5,Engineering,1,1022,3,Male,88,3,4,Research Director,3,Married,16200,35800,7,Y,No,17,4,3,80,2,31,2,3,25,20,15,18
29,No,Travel_Frequently,650,Human Resources,7,3,Psychology,1,1023,1,Female,51,1,2,HR Specialist,1,Single,4200,13500,3,Y,Yes,14,3,1,80,1,6,5,1,5,3,1,3
36,Yes,Travel_Rarely,1180,Sales,12,4,Marketing,1,1024,4,Male,73,4,3,Sales Manager,4,Divorced,8800,22900,2,Y,No,21,4,4,80,2,13,2,4,11,8,4,7
21,No,Travel_Frequently,460,Research & Development,2,1,Life Sciences,1,1025,2,Female,27,2,1,Laboratory Technician,2,Single,2200,5400,0,Y,No,18,3,2,80,0,0,6,2,0,0,0,0
40,No,Travel_Rarely,1090,Sales,17,3,Business,1,1026,3,Male,69,3,2,Sales Executive,3,Married,7500,19800,4,Y,Yes,16,3,3,80,1,16,2,3,14,11,6,9
23,Yes,Non-Travel,580,Research & Development,4,2,Technical Degree,1,1027,1,Female,35,1,1,Research Scientist,1,Divorced,2800,8100,1,Y,Yes,22,3,1,80,1,2,4,1,2,1,0,1
48,No,Travel_Rarely,1280,Human Resources,19,4,Human Resources,1,1028,4,Male,92,4,5,HR Manager,4,Married,14800,31200,5,Y,No,13,4,4,80,3,25,1,4,21,16,11,14
31,No,Travel_Frequently,920,Sales,8,3,Life Sciences,1,1029,2,Female,57,2,2,Sales Representative,2,Single,5100,15900,2,Y,No,20,3,2,80,1,8,3,2,6,4,2,4
44,Yes,Travel_Rarely,1380,Research & Development,23,4,Medical,1,1030,3,Male,81,3,3,Healthcare Representative,3,Married,8200,26400,6,Y,Yes,11,3,3,80,2,21,3,3,18,13,8,12
28,No,Travel_Frequently,710,Sales,6,2,Marketing,1,1031,4,Female,48,4,1,Sales Executive,4,Divorced,4400,12800,1,Y,No,19,4,4,80,1,5,4,4,4,3,1,2
53,No,Travel_Rarely,1420,Research & Development,26,5,Engineering,1,1032,1,Male,96,1,4,Research Director,1,Single,17500,39600,8,Y,Yes,15,3,1,80,2,30,2,1,27,22,16,20
24,No,Non-Travel,640,Human Resources,5,1,Psychology,1,1033,3,Female,40,3,2,HR Specialist,3,Married,3400,9800,0,Y,No,17,3,3,80,0,2,5,3,2,1,0,1
39,No,Travel_Rarely,1180,Research & Development,16,4,Medical,1,1200,3,Male,73,3,3,Healthcare Representative,3,Single,7700,26000,4,Y,No,18,3,3,80,2,16,3,3,13,9,5,8
45,No,Travel_Rarely,1070,Sales,15,4,Business,1,1034,4,Male,75,4,3,Sales Manager,4,Divorced,9600,24800,3,Y,No,18,4,4,80,2,16,2,4,13,10,5,8
22,Yes,Travel_Frequently,520,Research & Development,3,2,Life Sciences,1,1035,2,Female,31,2,1,Laboratory Technician,2,Single,2600,7200,1,Y,Yes,21,3,2,80,1,1,5,2,1,0,0,0
47,No,Travel_Rarely,1350,Sales,22,3,Marketing,1,1036,3,Male,89,3,2,Sales Executive,3,Married,8600,21700,5,Y,No,14,3,3,80,1,24,2,3,21,16,9,13
25,No,Travel_Frequently,780,Research & Development,7,2,Technical Degree,1,1037,4,Female,44,4,1,Research Scientist,4,Single,3500,10500,0,Y,No,23,4,4,80,0,3,4,4,3,2,1,2
51,Yes,Travel_Rarely,1180,Human Resources,28,4,Human Resources,1,1038,1,Male,85,1,5,HR Director,1,Divorced,16800,36400,7,Y,Yes,12,3,1,80,3,28,1,1,25,19,14,17
30,No,Non-Travel,860,Sales,9,3,Life Sciences,1,1039,2,Female,54,2,2,Sales Representative,2,Married,4800,14200,2,Y,No,16,3,2,80,1,7,3,2,5,4,1,3
42,No,Travel_Rarely,1240,Research & Development,18,4,Medical,1,1040,4,Male,78,4,3,Healthcare Representative,4,Single,7800,25200,4,Y,Yes,20,4,4,80,2,19,3,4,16,12,7,11
27,Yes,Travel_Frequently,680,Sales,4,2,Business,1,1041,3,Female,41,3,1,Sales Executive,3,Divorced,4100,11600,1,Y,Yes,18,3,3,80,1,4,5,3,3,2,0,2
56,No,Travel_Rarely,1450,Research & Development,24,5,Engineering,1,1042,2,Male,93,2,4,Research Director,2,Married,18200,41500,9,Y,No,13,3,2,80,2,33,2,2,29,24,18,22
26,No,Travel_Frequently,590,Human Resources,8,1,Psychology,1,1043,4,Female,37,4,2,HR Specialist,4,Single,3200,8600,0,Y,No,22,4,4,80,0,3,6,4,3,2,1,2
35,No,Travel_Rarely,1120,Sales,14,3,Marketing,1,1044,1,Male,67,1,3,Sales Manager,1,Married,8200,20900,2,Y,Yes,15,3,1,80,2,12,2,1,10,7,3,6
23,Yes,Non-Travel,480,Research & Development,2,2,Life Sciences,1,1045,3,Female,28,3,1,Laboratory Technician,3,Divorced,2300,6100,1,Y,No,24,3,3,80,1,1,4,3,1,0,0,0
49,No,Travel_Rarely,1320,Sales,20,4,Business,1,1046,4,Male,82,4,2,Sales Executive,4,Married,9400,23600,6,Y,No,17,4,4,80,1,26,2,4,23,18,11,15
28,No,Travel_Frequently,750,Research & Development,6,3,Technical Degree,1,1047,2,Female,46,2,1,Research Scientist,2,Single,3800,11400,2,Y,Yes,19,3,2,80,1,5,4,2,4,3,1,3
45,Yes,Travel_Rarely,1290,Human Resources,25,4,Human Resources,1,1048,1,Male,88,1,5,HR Manager,1,Divorced,15600,34200,5,Y,Yes,14,3,1,80,3,22,1,1,19,14,8,12
32,No,Travel_Frequently,840,Sales,11,3,Life Sciences,1,1049,3,Female,59,3,2,Sales Representative,3,Married,5200,16400,3,Y,No,18,3,3,80,1,9,3,3,7,5,2,4
38,No,Travel_Rarely,1160,Research & Development,16,4,Medical,1,1050,4,Male,74,4,3,Healthcare Representative,4,Single,7400,24600,4,Y,No,16,4,4,80,2,15,3,4,13,9,5,8
24,Yes,Non-Travel,620,Sales,5,1,Marketing,1,1051,2,Female,34,2,1,Sales Executive,2,Divorced,3400,9200,0,Y,Yes,21,3,2,80,0,2,5,2,2,1,0,1
52,No,Travel_Rarely,1380,Research & Development,27,5,Engineering,1,1052,3,Male,91,3,4,Research Director,3,Married,17800,38900,8,Y,No,13,3,3,80,2,29,2,3,26,21,15,19
29,No,Travel_Frequently,690,Human Resources,7,2,Psychology,1,1053,4,Female,43,4,2,HR Specialist,4,Single,3900,12100,1,Y,No,20,4,4,80,1,6,4,4,5,3,1,3
41,Yes,Travel_Rarely,1200,Sales,19,3,Business,1,1054,1,Male,77,1,3,Sales Manager,1,Married,8800,22400,5,Y,Yes,15,3,1,80,2,18,2,1,15,11,6,9
25,No,Travel_Frequently,560,Research & Development,3,2,Life Sciences,1,1055,2,Female,32,2,1,Laboratory Technician,2,Divorced,2700,7800,2,Y,No,23,3,2,80,1,3,5,2,2,1,0,1
46,No,Travel_Rarely,1350,Sales,21,4,Marketing,1,1056,4,Male,86,4,2,Sales Executive,4,Single,9100,24100,7,Y,No,17,4,4,80,1,23,2,4,20,15,9,13
27,Yes,Non-Travel,720,Research & Development,8,3,Technical Degree,1,1057,3,Female,39,3,1,Research Scientist,3,Married,3600,10800,1,Y,Yes,19,3,3,80,1,4,4,3,3,2,1,2
50,No,Travel_Rarely,1410,Human Resources,26,4,Human Resources,1,1058,2,Male,94,2,5,HR Director,2,Divorced,17200,37800,6,Y,No,12,3,2,80,3,27,1,2,24,18,13,16
33,No,Travel_Frequently,880,Sales,10,3,Life Sciences,1,1059,4,Female,56,4,2,Sales Representative,4,Married,5400,17200,2,Y,No,18,4,4,80,1,10,3,4,8,6,2,5
37,Yes,Travel_Rarely,1140,Research & Development,15,4,Medical,1,1060,1,Male,72,1,3,Healthcare Representative,1,Single,7600,25800,3,Y,Yes,16,3,1,80,2,14,3,1,12,8,4,7
26,No,Travel_Frequently,640,Sales,4,2,Business,1,1061,3,Female,38,3,1,Sales Executive,3,Divorced,3800,10800,1,Y,No,22,3,3,80,1,3,5,3,2,1,0,1
54,No,Travel_Rarely,1420,Research & Development,28,5,Engineering,1,1062,4,Male,89,4,4,Research Director,4,Married,18600,42200,9,Y,No,14,4,4,80,2,31,2,4,28,23,17,21
28,Yes,Non-Travel,760,Human Resources,6,1,Psychology,1,1063,2,Female,45,2,2,HR Specialist,2,Single,3500,10100,0,Y,Yes,20,3,2,80,0,5,6,2,4,3,1,3
44,No,Travel_Rarely,1280,Sales,22,3,Marketing,1,1064,3,Male,81,3,3,Sales Manager,3,Married,9800,25600,4,Y,No,15,3,3,80,2,21,2,3,18,14,8,12
31,No,Travel_Frequently,820,Research & Development,9,3,Life Sciences,1,1065,4,Female,53,4,1,Laboratory Technician,4,Divorced,4200,13800,3,Y,No,19,4,4,80,1,8,3,4,6,4,2,4
48,Yes,Travel_Rarely,1360,Sales,24,4,Business,1,1066,1,Male,85,1,2,Sales Executive,1,Single,8400,21800,6,Y,Yes,13,3,1,80,1,25,2,1,22,17,10,14
24,No,Travel_Frequently,580,Research & Development,5,2,Technical Degree,1,1067,2,Female,35,2,1,Research Scientist,2,Married,2900,8500,0,Y,No,24,3,2,80,1,2,5,2,2,1,0,1
53,No,Travel_Rarely,1450,Human Resources,29,4,Human Resources,1,1068,4,Male,97,4,5,HR Director,4,Divorced,19200,41800,8,Y,No,11,4,4,80,3,30,1,4,27,22,16,20
30,No,Non-Travel,900,Sales,8,3,Life Sciences,1,1069,3,Female,58,3,2,Sales Representative,3,Single,5000,15600,2,Y,No,17,3,3,80,1,7,4,3,5,4,1,3
42,Yes,Travel_Rarely,1220,Research & Development,17,4,Medical,1,1070,2,Male,76,2,3,Healthcare Representative,2,Married,7800,26200,5,Y,Yes,18,3,2,80,2,19,3,2,16,12,7,11
27,No,Travel_Frequently,660,Sales,3,2,Marketing,1,1071,4,Female,40,4,1,Sales Executive,4,Divorced,3900,11200,1,Y,No,21,4,4,80,1,4,4,4,3,2,1,2
47,No,Travel_Rarely,1340,Research & Development,23,5,Engineering,1,1072,1,Male,90,1,4,Research Director,1,Single,17400,39200,7,Y,Yes,16,3,1,80,2,24,2,1,21,16,12,16
25,Yes,Travel_Frequently,720,Human Resources,7,1,Psychology,1,1073,3,Female,42,3,2,HR Specialist,3,Married,3300,9400,0,Y,Yes,22,3,3,80,0,3,6,3,2,1,0,1
36,No,Travel_Rarely,1100,Sales,13,3,Business,1,1074,4,Male,68,4,3,Sales Manager,4,Divorced,8600,22200,3,Y,No,19,4,4,80,2,13,2,4,11,8,4,7
29,No,Non-Travel,840,Research & Development,10,3,Life Sciences,1,1075,2,Female,51,2,1,Laboratory Technician,2,Single,4000,12600,2,Y,No,18,3,2,80,1,6,4,2,5,3,1,3
43,Yes,Travel_Rarely,1260,Sales,20,4,Marketing,1,1076,3,Male,79,3,2,Sales Executive,3,Married,9200,24400,4,Y,Yes,14,3,3,80,1,20,2,3,17,13,8,11
26,No,Travel_Frequently,600,Research & Development,4,2,Technical Degree,1,1077,4,Female,36,4,1,Research Scientist,4,Divorced,3200,9600,1,Y,No,23,4,4,80,1,3,5,4,2,1,0,1
51,No,Travel_Rarely,1420,Human Resources,27,4,Human Resources,1,1078,1,Male,93,1,5,HR Manager,1,Single,18400,40600,9,Y,Yes,12,3,1,80,3,28,1,1,25,19,14,17
32,Yes,Travel_Frequently,860,Sales,11,3,Life Sciences,1,1079,2,Female,55,2,2,Sales Representative,2,Married,5100,16200,3,Y,No,20,3,2,80,1,9,3,2,7,5,2,4
39,No,Travel_Rarely,1180,Research & Development,16,4,Medical,1,1080,4,Male,73,4,3,Healthcare Representative,4,Divorced,7600,25400,4,Y,No,17,4,4,80,2,16,3,4,14,10,5,8
23,No,Non-Travel,540,Sales,2,1,Business,1,1081,3,Female,31,3,1,Sales Executive,3,Single,2800,7600,0,Y,No,25,3,3,80,0,1,6,3,1,0,0,0
49,Yes,Travel_Rarely,1380,Research & Development,25,5,Engineering,1,1082,2,Male,87,2,4,Research Director,2,Married,17800,39800,8,Y,Yes,15,3,2,80,2,26,2,2,23,18,13,17
28,No,Travel_Frequently,740,Human Resources,8,2,Psychology,1,1083,4,Female,44,4,2,HR Specialist,4,Single,3700,11000,1,Y,No,19,4,4,80,1,5,5,4,4,3,1,3
45,No,Travel_Rarely,1300,Sales,21,3,Marketing,1,1084,1,Male,83,1,3,Sales Manager,1,Divorced,9400,24800,6,Y,Yes,16,3,1,80,2,22,2,1,19,15,9,13
30,Yes,Travel_Frequently,800,Research & Development,9,3,Life Sciences,1,1085,3,Female,49,3,1,Laboratory Technician,3,Married,3900,12200,2,Y,Yes,18,3,3,80,1,7,4,3,5,4,1,3
52,No,Travel_Rarely,1440,Sales,26,4,Business,1,1086,4,Male,91,4,2,Sales Executive,4,Single,10600,27200,7,Y,No,13,4,4,80,1,29,2,4,26,21,15,19
24,No,Non-Travel,620,Research & Development,5,2,Technical Degree,1,1087,2,Female,37,2,1,Research Scientist,2,Divorced,3000,8800,0,Y,No,24,3,2,80,1,2,6,2,1,0,0,0
46,Yes,Travel_Rarely,1320,Human Resources,23,4,Human Resources,1,1088,3,Male,86,3,5,HR Director,3,Married,16800,37400,5,Y,Yes,14,3,3,80,3,23,1,3,20,15,11,15
31,No,Travel_Frequently,880,Sales,10,3,Life Sciences,1,1089,4,Female,57,4,2,Sales Representative,4,Single,5200,16800,3,Y,No,21,4,4,80,1,8,3,4,6,4,2,4
38,No,Travel_Rarely,1160,Research & Development,15,4,Medical,1,1090,1,Male,75,1,3,Healthcare Representative,1,Married,7900,26800,4,Y,Yes,17,3,1,80,2,15,3,1,13,9,5,8
26,Yes,Travel_Frequently,680,Sales,6,2,Marketing,1,1091,2,Female,41,2,1,Sales Executive,2,Divorced,4000,11400,1,Y,Yes,22,3,2,80,1,3,5,2,2,1,0,1
55,No,Travel_Rarely,1460,Research & Development,28,5,Engineering,1,1092,4,Male,95,4,4,Research Director,4,Single,19400,43600,9,Y,No,12,4,4,80,2,32,2,4,29,24,18,22
27,No,Non-Travel,760,Human Resources,7,1,Psychology,1,1093,3,Female,43,3,2,HR Specialist,3,Married,3400,9600,0,Y,No,20,3,3,80,0,4,6,3,3,2,1,2
40,Yes,Travel_Rarely,1240,Sales,18,3,Business,1,1094,2,Male,79,2,3,Sales Manager,2,Divorced,9000,23800,5,Y,Yes,18,3,2,80,2,17,2,2,15,11,6,10
33,No,Travel_Frequently,820,Research & Development,12,3,Life Sciences,1,1095,4,Female,54,4,1,Laboratory Technician,4,Single,4300,14200,3,Y,No,19,4,4,80,1,10,3,4,8,6,2,5
47,No,Travel_Rarely,1360,Sales,22,4,Marketing,1,1096,1,Male,88,1,2,Sales Executive,1,Married,8800,22600,6,Y,Yes,15,3,1,80,1,24,2,1,21,16,10,14
25,Yes,Travel_Frequently,640,Research & Development,4,2,Technical Degree,1,1097,3,Female,38,3,1,Research Scientist,3,Divorced,3100,9000,1,Y,Yes,23,3,3,80,1,2,5,3,1,0,0,0
50,No,Travel_Rarely,1400,Human Resources,25,4,Human Resources,1,1098,4,Male,92,4,5,HR Manager,4,Single,17600,38800,8,Y,No,16,4,4,80,3,27,1,4,24,18,13,17
29,No,Non-Travel,780,Sales,8,3,Life Sciences,1,1099,2,Female,47,2,2,Sales Representative,2,Married,4700,14800,2,Y,No,17,3,2,80,1,6,4,2,4,3,1,3
44,Yes,Travel_Rarely,1280,Research & Development,19,4,Medical,1,1100,3,Male,82,3,3,Healthcare Representative,3,Single,8200,27400,5,Y,Yes,14,3,3,80,2,21,3,3,18,14,8,12
28,No,Travel_Frequently,700,Sales,5,2,Business,1,1101,4,Female,42,4,1,Sales Executive,4,Divorced,3600,10200,0,Y,No,21,4,4,80,1,5,5,4,4,3,1,3
53,No,Travel_Rarely,1420,Research & Development,27,5,Engineering,1,1102,1,Male,96,1,4,Research Director,1,Married,18800,41200,9,Y,Yes,13,3,1,80,2,30,2,1,27,22,16,20
26,Yes,Travel_Frequently,660,Human Resources,6,1,Psychology,1,1103,2,Female,39,2,2,HR Specialist,2,Single,3200,8400,0,Y,Yes,24,3,2,80,0,3,6,2,2,1,0,1
41,No,Travel_Rarely,1200,Sales,17,3,Marketing,1,1104,4,Male,77,4,3,Sales Manager,4,Divorced,9600,24200,4,Y,No,18,4,4,80,2,18,2,4,15,12,7,11
34,No,Non-Travel,840,Research & Development,11,3,Life Sciences,1,1105,3,Female,52,3,1,Laboratory Technician,3,Married,4100,13400,3,Y,No,16,3,3,80,1,11,3,3,9,7,3,6
48,Yes,Travel_Rarely,1340,Sales,23,4,Business,1,1106,2,Male,85,2,2,Sales Executive,2,Single,9800,25800,7,Y,Yes,17,3,2,80,1,25,2,2,22,17,11,15
27,No,Travel_Frequently,720,Research & Development,7,2,Technical Degree,1,1107,4,Female,44,4,1,Research Scientist,4,Married,3400,10600,1,Y,No,22,4,4,80,1,4,5,4,3,2,1,2
51,No,Travel_Rarely,1460,Human Resources,26,4,Human Resources,1,1108,1,Male,94,1,5,HR Director,1,Divorced,19600,43200,8,Y,Yes,15,3,1,80,3,28,1,1,25,19,14,18
32,Yes,Travel_Frequently,880,Sales,9,3,Life Sciences,1,1109,3,Female,56,3,2,Sales Representative,3,Single,5300,17400,2,Y,No,19,3,3,80,1,9,3,3,7,5,2,4
37,No,Travel_Rarely,1140,Research & Development,14,4,Medical,1,1110,4,Male,71,4,3,Healthcare Representative,4,Married,7700,25600,3,Y,No,20,4,4,80,2,14,3,4,12,8,4,7
24,No,Non-Travel,580,Sales,3,1,Marketing,1,1111,2,Female,33,2,1,Sales Executive,2,Divorced,3000,8200,0,Y,Yes,25,3,2,80,0,2,6,2,1,0,0,0
46,Yes,Travel_Rarely,1300,Research & Development,21,5,Engineering,1,1112,1,Male,89,1,4,Research Director,1,Single,17200,38600,6,Y,Yes,16,3,1,80,2,23,2,1,20,15,10,14
30,No,Travel_Frequently,800,Human Resources,8,2,Psychology,1,1113,3,Female,48,3,2,HR Specialist,3,Married,3800,11800,1,Y,No,18,3,3,80,1,7,4,3,5,4,1,3
43,No,Travel_Rarely,1260,Sales,20,3,Business,1,1114,4,Male,80,4,3,Sales Manager,4,Divorced,9400,24600,5,Y,No,14,4,4,80,2,20,2,4,17,13,8,11
31,Yes,Travel_Frequently,820,Research & Development,10,3,Life Sciences,1,1115,2,Female,53,2,1,Laboratory Technician,2,Single,4200,13600,3,Y,Yes,21,3,2,80,1,8,4,2,6,4,2,4
49,No,Travel_Rarely,1380,Sales,24,4,Marketing,1,1116,3,Male,86,3,2,Sales Executive,3,Married,8600,22400,6,Y,No,13,3,3,80,1,26,2,3,23,18,12,16
25,No,Non-Travel,640,Research & Development,4,2,Technical Degree,1,1117,4,Female,37,4,1,Research Scientist,4,Single,2800,7800,0,Y,No,24,4,4,80,1,2,6,4,1,0,0,0
52,Yes,Travel_Rarely,1440,Human Resources,28,4,Human Resources,1,1118,1,Male,95,1,5,HR Manager,1,Divorced,18200,40800,9,Y,Yes,12,3,1,80,3,29,1,1,26,20,15,18
28,No,Travel_Frequently,760,Sales,6,3,Life Sciences,1,1119,2,Female,45,2,2,Sales Representative,2,Married,4500,14000,1,Y,No,19,3,2,80,1,5,5,2,4,3,1,3
45,No,Travel_Rarely,1320,Research & Development,22,4,Medical,1,1120,4,Male,83,4,3,Healthcare Representative,4,Single,8400,28200,5,Y,No,17,4,4,80,2,22,3,4,19,15,9,13
29,Yes,Travel_Frequently,780,Sales,7,2,Business,1,1121,3,Female,46,3,1,Sales Executive,3,Divorced,4200,12400,2,Y,Yes,20,3,3,80,1,6,4,3,5,3,2,4
54,No,Travel_Rarely,1460,Research & Development,29,5,Engineering,1,1122,2,Male,97,2,4,Research Director,2,Married,19800,44200,8,Y,No,15,3,2,80,2,31,2,2,28,23,17,21
26,No,Non-Travel,680,Human Resources,5,1,Psychology,1,1123,4,Female,40,4,2,HR Specialist,4,Single,3100,8800,0,Y,No,23,4,4,80,0,3,6,4,2,1,0,1
38,Yes,Travel_Rarely,1180,Sales,16,3,Marketing,1,1124,1,Male,74,1,3,Sales Manager,1,Married,8800,23200,4,Y,Yes,18,3,1,80,2,15,2,1,13,9,5,8
33,No,Travel_Frequently,860,Research & Development,12,3,Life Sciences,1,1125,3,Female,55,3,1,Laboratory Technician,3,Divorced,4400,14800,3,Y,No,16,3,3,80,1,10,3,3,8,6,2,5
47,No,Travel_Rarely,1340,Sales,23,4,Business,1,1126,4,Male,87,4,2,Sales Executive,4,Single,9000,23800,7,Y,No,19,4,4,80,1,24,2,4,21,16,10,14
24,Yes,Travel_Frequently,600,Research & Development,3,2,Technical Degree,1,1127,2,Female,35,2,1,Research Scientist,2,Married,3300,9800,1,Y,Yes,22,3,2,80,1,1,5,2,1,0,0,0
50,No,Travel_Rarely,1400,Human Resources,25,4,Human Resources,1,1128,3,Male,91,3,5,HR Director,3,Divorced,17800,39400,6,Y,No,14,3,3,80,3,27,1,3,24,18,13,17
35,No,Non-Travel,900,Sales,13,3,Life Sciences,1,1129,4,Female,58,4,2,Sales Representative,4,Single,5400,17600,2,Y,No,17,4,4,80,1,12,3,4,9,7,3,6
42,Yes,Travel_Rarely,1240,Research & Development,18,4,Medical,1,1130,1,Male,78,1,3,Healthcare Representative,1,Married,8000,27000,4,Y,Yes,20,3,1,80,2,19,3,1,16,12,7,11
27,No,Travel_Frequently,720,Sales,5,2,Marketing,1,1131,2,Female,43,2,1,Sales Executive,2,Divorced,3800,11000,1,Y,No,21,3,2,80,1,4,5,2,3,2,1,2
48,No,Travel_Rarely,1360,Research & Development,24,5,Engineering,1,1132,4,Male,90,4,4,Research Director,4,Single,18600,41800,8,Y,No,16,4,4,80,2,25,2,4,22,17,12,16
